P1_75,csvTime,P1_66
0,2024-08-19 16:44:39,255
0,2024-08-19 16:45:39,234
0,2024-08-19 16:46:39,258
0,2024-08-19 16:47:39,274
0,2024-08-19 16:48:39,244
0,2024-08-19 16:49:39,256
0,2024-08-19 16:50:39,253
0,2024-08-19 16:51:39,247
0,2024-08-19 16:52:39,244
0,2024-08-19 16:53:39,266
0,2024-08-19 16:54:39,274
0,2024-08-19 16:55:39,263
0,2024-08-19 16:56:39,241
0,2024-08-19 16:57:39,264
0,2024-08-19 16:58:39,233
0,2024-08-19 17:00:39,270
0,2024-08-19 17:01:39,298
0,2024-08-19 17:02:39,256
0,2024-08-19 17:03:39,255
0,2024-08-19 17:04:39,236
0,2024-08-19 17:05:39,255
0,2024-08-19 17:06:39,258
0,2024-08-19 17:07:39,310
0,2024-08-19 17:08:39,294
0,2024-08-19 17:09:39,239
0,2024-08-19 17:10:39,239
0,2024-08-19 17:11:39,236
0,2024-08-19 17:12:39,283
0,2024-08-19 17:13:39,284
0,2024-08-19 17:14:39,286
0,2024-08-19 17:15:39,266
0,2024-08-19 17:16:39,288
0,2024-08-19 17:17:39,286
0,2024-08-19 17:18:39,274
0,2024-08-19 17:19:39,244
0,2024-08-19 17:20:39,236
0,2024-08-19 17:21:39,245
0,2024-08-19 17:22:39,250
0,2024-08-19 17:23:39,233
0,2024-08-19 17:24:39,242
0,2024-08-19 17:25:39,255
0,2024-08-19 17:26:39,247
0,2024-08-19 17:27:39,227
0,2024-08-19 17:28:39,220
0,2024-08-19 17:29:39,250
0,2024-08-19 17:30:39,246
0,2024-08-19 17:31:39,230
0,2024-08-19 17:32:39,233
0,2024-08-19 17:33:39,250
0,2024-08-19 17:34:39,241
0,2024-08-19 17:35:39,230
0,2024-08-19 17:36:39,228
0,2024-08-19 17:37:39,217
0,2024-08-19 17:38:39,250
0,2024-08-19 17:39:39,398
0,2024-08-19 17:40:39,261
0,2024-08-19 17:41:39,226
0,2024-08-19 17:42:39,227
0,2024-08-19 17:43:39,246
0,2024-08-19 17:44:39,214
0,2024-08-19 17:45:39,214
0,2024-08-19 17:46:39,214
0,2024-08-19 17:47:39,206
0,2024-08-19 17:48:39,266
0,2024-08-19 17:49:39,278
0,2024-08-19 17:50:39,257
0,2024-08-19 17:51:39,232
0,2024-08-19 17:52:39,247
0,2024-08-19 17:53:39,250
0,2024-08-19 17:54:39,248
0,2024-08-19 17:55:39,242
0,2024-08-19 17:56:39,244
0,2024-08-19 17:57:39,242
0,2024-08-19 17:58:39,270
0,2024-08-19 18:00:39,294
0,2024-08-19 18:01:39,291
0,2024-08-19 18:02:39,241
0,2024-08-19 18:03:39,271
0,2024-08-19 18:04:39,305
0,2024-08-19 18:05:39,320
0,2024-08-19 18:06:39,274
0,2024-08-19 18:07:39,277
0,2024-08-19 18:08:39,299
0,2024-08-19 18:09:39,244
0,2024-08-19 18:10:39,283
0,2024-08-19 18:11:39,258
0,2024-08-19 18:12:39,269
0,2024-08-19 18:13:39,263
0,2024-08-19 18:14:39,251
0,2024-08-19 18:15:39,233
0,2024-08-19 18:16:39,230
0,2024-08-19 18:17:39,219
0,2024-08-19 18:18:39,336
0,2024-08-19 18:19:39,274
0,2024-08-19 18:20:39,255
0,2024-08-19 18:21:39,286
0,2024-08-19 18:22:39,280
0,2024-08-19 18:23:39,310
0,2024-08-19 18:24:39,285
0,2024-08-19 18:25:39,299
0,2024-08-19 18:27:39,296
0,2024-08-19 18:28:39,321
0,2024-08-19 18:29:39,308
0,2024-08-19 18:30:39,305
0,2024-08-19 18:31:39,283
0,2024-08-19 18:32:39,254
0,2024-08-19 18:33:39,266
0,2024-08-19 18:34:39,272
0,2024-08-19 18:35:39,263
0,2024-08-19 18:36:39,256
0,2024-08-19 18:37:39,289
0,2024-08-19 18:38:39,302
0,2024-08-19 18:39:39,298
0,2024-08-19 18:40:39,254
0,2024-08-19 18:41:39,253
0,2024-08-19 18:42:39,239
0,2024-08-19 18:43:39,231
0,2024-08-19 18:44:39,242
0,2024-08-19 18:45:39,258
0,2024-08-19 18:46:39,274
0,2024-08-19 18:47:39,247
0,2024-08-19 18:48:39,278
0,2024-08-19 18:49:39,264
0,2024-08-19 18:50:39,327
0,2024-08-19 18:51:39,319
0,2024-08-19 18:52:39,241
0,2024-08-19 18:53:39,242
0,2024-08-19 18:54:39,260
0,2024-08-19 18:55:39,244
0,2024-08-19 18:56:39,336
0,2024-08-19 18:57:39,261
0,2024-08-19 18:58:39,230
0,2024-08-19 19:00:39,244
0,2024-08-19 19:01:39,269
0,2024-08-19 19:02:39,228
0,2024-08-19 19:03:39,274
0,2024-08-19 19:04:39,286
0,2024-08-19 19:05:39,274
0,2024-08-19 19:06:39,294
0,2024-08-19 19:07:39,297
0,2024-08-19 19:08:39,277
0,2024-08-19 19:09:39,263
0,2024-08-19 19:10:39,266
0,2024-08-19 19:11:39,239
0,2024-08-19 19:12:39,252
0,2024-08-19 19:13:39,235
0,2024-08-19 19:14:39,288
0,2024-08-19 19:15:39,295
0,2024-08-19 19:16:39,297
0,2024-08-19 19:17:39,283
0,2024-08-19 19:18:39,244
0,2024-08-19 19:19:39,250
0,2024-08-19 19:20:39,255
0,2024-08-19 19:21:39,239
0,2024-08-19 19:22:39,242
0,2024-08-19 19:23:39,253
0,2024-08-19 19:24:39,243
0,2024-08-19 19:25:39,253
0,2024-08-19 19:26:39,247
0,2024-08-19 19:27:39,258
0,2024-08-19 19:28:39,310
0,2024-08-19 19:29:39,224
0,2024-08-19 19:30:39,277
0,2024-08-19 19:31:39,298
0,2024-08-19 19:32:39,279
0,2024-08-19 19:33:39,279
0,2024-08-19 19:34:39,250
0,2024-08-19 19:35:39,261
0,2024-08-19 19:36:39,244
0,2024-08-19 19:37:39,233
0,2024-08-19 19:38:39,228
0,2024-08-19 19:39:39,228
0,2024-08-19 19:40:39,222
0,2024-08-19 19:41:39,228
0,2024-08-19 19:42:39,228
0,2024-08-19 19:43:39,224
0,2024-08-19 19:44:39,250
0,2024-08-19 19:45:39,255
0,2024-08-19 19:46:39,262
0,2024-08-19 19:47:39,305
0,2024-08-19 19:48:39,231
0,2024-08-19 19:49:39,244
0,2024-08-19 19:50:39,296
0,2024-08-19 19:51:39,301
0,2024-08-19 19:52:39,243
0,2024-08-19 19:53:39,244
0,2024-08-19 19:54:39,272
0,2024-08-19 19:55:39,266
0,2024-08-19 19:56:39,261
0,2024-08-19 19:57:39,261
0,2024-08-19 19:58:39,390
0,2024-08-19 20:00:39,385
0,2024-08-19 20:01:39,345
0,2024-08-19 20:02:39,241
0,2024-08-19 20:03:39,283
0,2024-08-19 20:04:39,302
0,2024-08-19 20:05:39,330
0,2024-08-19 20:06:39,332
0,2024-08-19 20:07:39,332
0,2024-08-19 20:08:39,285
0,2024-08-19 20:09:39,261
0,2024-08-19 20:10:39,255
0,2024-08-19 20:11:39,242
0,2024-08-19 20:12:39,250
0,2024-08-19 20:13:39,214
0,2024-08-19 20:14:39,227
0,2024-08-19 20:15:39,240
0,2024-08-19 20:16:39,225
0,2024-08-19 20:17:39,208
0,2024-08-19 20:18:39,225
0,2024-08-19 20:19:39,244
0,2024-08-19 20:20:39,237
0,2024-08-19 20:21:39,262
0,2024-08-19 20:22:39,239
0,2024-08-19 20:23:39,225
0,2024-08-19 20:24:39,239
0,2024-08-19 20:25:39,255
0,2024-08-19 20:26:39,248
0,2024-08-19 20:27:39,253
0,2024-08-19 20:28:39,239
0,2024-08-19 20:29:39,230
0,2024-08-19 20:30:39,250
0,2024-08-19 20:31:39,272
0,2024-08-19 20:32:39,341
0,2024-08-19 20:33:39,253
0,2024-08-19 20:34:39,363
0,2024-08-19 20:35:39,239
0,2024-08-19 20:36:39,308
0,2024-08-19 20:37:39,335
0,2024-08-19 20:38:39,243
0,2024-08-19 20:39:39,288
0,2024-08-19 20:40:39,299
0,2024-08-19 20:41:39,291
0,2024-08-19 20:42:39,272
0,2024-08-19 20:43:39,223
0,2024-08-19 20:44:39,236
0,2024-08-19 20:45:39,217
0,2024-08-19 20:46:39,255
0,2024-08-19 20:47:39,222
0,2024-08-19 20:48:39,266
0,2024-08-19 20:49:39,237
0,2024-08-19 20:50:39,225
0,2024-08-19 20:51:39,261
0,2024-08-19 20:52:39,243
0,2024-08-19 20:53:39,244
0,2024-08-19 20:54:39,253
0,2024-08-19 20:55:39,253
0,2024-08-19 20:56:39,225
0,2024-08-19 20:57:39,228
0,2024-08-19 20:58:39,230
0,2024-08-19 21:00:39,255
0,2024-08-19 21:01:39,219
0,2024-08-19 21:02:39,231
0,2024-08-19 21:03:39,204
0,2024-08-19 21:04:39,200
0,2024-08-19 21:05:39,196
0,2024-08-19 21:06:39,208
0,2024-08-19 21:07:39,210
0,2024-08-19 21:08:39,211
0,2024-08-19 21:09:39,225
0,2024-08-19 21:10:39,226
0,2024-08-19 21:11:39,230
0,2024-08-19 21:12:39,236
0,2024-08-19 21:13:39,239
0,2024-08-19 21:14:39,242
0,2024-08-19 21:15:39,214
0,2024-08-19 21:16:39,222
0,2024-08-19 21:17:39,208
0,2024-08-19 21:18:39,221
0,2024-08-19 21:19:39,217
0,2024-08-19 21:20:39,244
0,2024-08-19 21:21:39,233
0,2024-08-19 21:22:39,236
0,2024-08-19 21:23:39,250
0,2024-08-19 21:24:39,253
0,2024-08-19 21:25:39,244
0,2024-08-19 21:26:39,243
0,2024-08-19 21:27:39,258
0,2024-08-19 21:28:39,229
0,2024-08-19 21:29:39,266
0,2024-08-19 21:30:39,241
0,2024-08-19 21:31:39,241
0,2024-08-19 21:32:39,252
0,2024-08-19 21:33:39,225
0,2024-08-19 21:34:39,241
0,2024-08-19 21:35:39,217
0,2024-08-19 21:36:39,208
0,2024-08-19 21:37:39,211
0,2024-08-19 21:38:39,319
0,2024-08-19 21:39:39,332
0,2024-08-19 21:40:39,266
0,2024-08-19 21:41:39,252
0,2024-08-19 21:42:39,233
0,2024-08-19 21:43:39,217
0,2024-08-19 21:44:39,220
0,2024-08-19 21:45:39,228
0,2024-08-19 21:46:39,219
0,2024-08-19 21:47:39,239
0,2024-08-19 21:48:39,252
0,2024-08-19 21:49:39,260
0,2024-08-19 21:50:39,280
0,2024-08-19 21:51:39,316
0,2024-08-19 21:52:39,252
0,2024-08-19 21:53:39,247
0,2024-08-19 21:54:39,253
0,2024-08-19 21:55:39,256
0,2024-08-19 21:56:39,283
0,2024-08-19 21:57:39,222
0,2024-08-19 21:58:39,233
0,2024-08-19 22:00:39,250
0,2024-08-19 22:01:39,285
0,2024-08-19 22:02:39,292
0,2024-08-19 22:03:39,292
0,2024-08-19 22:04:39,262
0,2024-08-19 22:05:39,255
0,2024-08-19 22:06:39,253
0,2024-08-19 22:07:39,242
0,2024-08-19 22:08:39,217
0,2024-08-19 22:09:39,206
0,2024-08-19 22:10:39,265
0,2024-08-19 22:11:39,242
0,2024-08-19 22:12:39,228
0,2024-08-19 22:13:39,239
0,2024-08-19 22:14:39,247
0,2024-08-19 22:15:39,250
0,2024-08-19 22:16:39,337
0,2024-08-19 22:17:39,354
0,2024-08-19 22:18:39,321
0,2024-08-19 22:19:39,308
0,2024-08-19 22:20:39,276
0,2024-08-19 22:21:39,393
0,2024-08-19 22:22:39,503
0,2024-08-19 22:23:39,417
0,2024-08-19 22:24:39,236
0,2024-08-19 22:25:39,236
0,2024-08-19 22:26:39,206
0,2024-08-19 22:27:39,100
0,2024-08-19 22:28:39,129
0,2024-08-19 22:29:39,279
0,2024-08-19 22:30:39,228
0,2024-08-19 22:31:39,233
0,2024-08-19 22:32:39,253
0,2024-08-19 22:33:39,266
0,2024-08-19 22:34:39,233
0,2024-08-19 22:35:39,244
0,2024-08-19 22:36:39,250
0,2024-08-19 22:37:39,250
0,2024-08-19 22:38:39,237
0,2024-08-19 22:39:39,277
0,2024-08-19 22:40:39,237
0,2024-08-19 22:41:39,238
0,2024-08-19 22:42:39,294
0,2024-08-19 22:43:39,354
0,2024-08-19 22:44:39,274
0,2024-08-19 22:45:39,307
0,2024-08-19 22:46:39,283
0,2024-08-19 22:47:39,354
0,2024-08-19 22:48:39,390
0,2024-08-19 22:49:39,407
0,2024-08-19 22:50:39,495
0,2024-08-19 22:51:39,401
0,2024-08-19 22:52:39,338
0,2024-08-19 22:53:39,363
0,2024-08-19 22:54:39,277
0,2024-08-19 22:55:39,336
0,2024-08-19 22:56:39,382
0,2024-08-19 22:57:39,280
0,2024-08-19 22:58:39,148
0,2024-08-19 23:00:39,220
0,2024-08-19 23:01:39,217
0,2024-08-19 23:02:39,192
0,2024-08-19 23:03:39,170
0,2024-08-19 23:04:39,164
0,2024-08-19 23:05:39,145
0,2024-08-19 23:06:39,151
0,2024-08-19 23:07:39,208
0,2024-08-19 23:08:39,228
0,2024-08-19 23:09:39,214
0,2024-08-19 23:10:39,173
0,2024-08-19 23:11:39,164
0,2024-08-19 23:12:39,165
0,2024-08-19 23:13:39,189
0,2024-08-19 23:14:39,203
0,2024-08-19 23:15:39,186
0,2024-08-19 23:16:39,198
0,2024-08-19 23:17:39,199
0,2024-08-19 23:18:39,204
0,2024-08-19 23:19:39,200
0,2024-08-19 23:20:39,190
0,2024-08-19 23:21:39,189
0,2024-08-19 23:22:39,233
0,2024-08-19 23:23:39,439
0,2024-08-19 23:24:39,407
0,2024-08-19 23:25:39,751
0,2024-08-19 23:26:39,825
0,2024-08-19 23:27:39,952
0,2024-08-19 23:28:39,1056
0,2024-08-19 23:29:39,1044
0,2024-08-19 23:30:39,1045
0,2024-08-19 23:31:39,1026
0,2024-08-19 23:32:39,1032
0,2024-08-19 23:33:39,1039
0,2024-08-19 23:34:39,1026
0,2024-08-19 23:35:39,1075
0,2024-08-19 23:36:39,1034
0,2024-08-19 23:37:39,1047
0,2024-08-19 23:38:39,1045
0,2024-08-19 23:39:39,1042
0,2024-08-19 23:40:39,1020
0,2024-08-19 23:41:39,1060
0,2024-08-19 23:42:39,1056
0,2024-08-19 23:43:39,1046
0,2024-08-19 23:44:39,1043
0,2024-08-19 23:45:39,1040
0,2024-08-19 23:46:39,1038
0,2024-08-19 23:47:39,1045
0,2024-08-19 23:48:39,1023
0,2024-08-19 23:49:39,1007
0,2024-08-19 23:50:39,1026
0,2024-08-19 23:51:39,1028
0,2024-08-19 23:52:39,1051
0,2024-08-19 23:53:39,1047
0,2024-08-19 23:54:39,1103
0,2024-08-19 23:55:39,1012
0,2024-08-19 23:56:39,1008
0,2024-08-19 23:57:39,1056
0,2024-08-19 23:58:39,1026
0,2024-08-20 00:00:39,1040
0,2024-08-20 00:01:39,1040
0,2024-08-20 00:02:39,1059
0,2024-08-20 00:03:39,1051
0,2024-08-20 00:04:39,1064
0,2024-08-20 00:05:39,1044
0,2024-08-20 00:06:39,1032
0,2024-08-20 00:07:39,1037
0,2024-08-20 00:08:39,1067
0,2024-08-20 00:09:39,1045
0,2024-08-20 00:10:39,1037
0,2024-08-20 00:11:39,1084
0,2024-08-20 00:12:39,1045
0,2024-08-20 00:13:39,1048
0,2024-08-20 00:14:39,1045
0,2024-08-20 00:15:39,1056
0,2024-08-20 00:16:39,1048
0,2024-08-20 00:17:39,1029
0,2024-08-20 00:18:39,1040
0,2024-08-20 00:19:39,1027
0,2024-08-20 00:20:39,1062
0,2024-08-20 00:21:39,1070
0,2024-08-20 00:22:39,1026
0,2024-08-20 00:23:39,1062
0,2024-08-20 00:24:39,1033
0,2024-08-20 00:25:39,1043
0,2024-08-20 00:26:39,1034
0,2024-08-20 00:27:39,1048
0,2024-08-20 00:28:39,1025
0,2024-08-20 00:29:39,1045
0,2024-08-20 00:30:39,1042
0,2024-08-20 00:31:39,1048
0,2024-08-20 00:32:39,1000
0,2024-08-20 00:33:39,996
0,2024-08-20 00:34:39,1004
0,2024-08-20 00:35:39,994
0,2024-08-20 00:36:39,980
0,2024-08-20 00:37:39,985
0,2024-08-20 00:38:39,985
0,2024-08-20 00:39:39,974
0,2024-08-20 00:40:39,981
0,2024-08-20 00:41:39,1007
0,2024-08-20 00:42:39,1022
0,2024-08-20 00:43:39,996
0,2024-08-20 00:44:39,1004
0,2024-08-20 00:45:39,985
0,2024-08-20 00:46:39,982
0,2024-08-20 00:47:39,1004
0,2024-08-20 00:48:39,1015
0,2024-08-20 00:49:39,996
0,2024-08-20 00:50:39,1008
0,2024-08-20 00:51:39,1007
0,2024-08-20 00:52:39,1001
0,2024-08-20 00:53:39,999
0,2024-08-20 00:54:39,979
0,2024-08-20 00:55:39,1004
0,2024-08-20 00:56:39,1012
0,2024-08-20 00:57:39,993
0,2024-08-20 00:58:39,986
0,2024-08-20 01:00:39,1010
0,2024-08-20 01:01:39,963
0,2024-08-20 01:02:39,996
0,2024-08-20 01:03:39,1012
0,2024-08-20 01:04:39,977
0,2024-08-20 01:05:39,982
0,2024-08-20 01:06:39,968
0,2024-08-20 01:07:39,993
0,2024-08-20 01:08:39,982
0,2024-08-20 01:09:39,1010
0,2024-08-20 01:10:39,1002
0,2024-08-20 01:11:39,1018
0,2024-08-20 01:12:39,973
0,2024-08-20 01:13:39,966
0,2024-08-20 01:14:39,982
0,2024-08-20 01:15:39,1014
0,2024-08-20 01:16:39,988
0,2024-08-20 01:17:39,977
0,2024-08-20 01:18:39,1001
0,2024-08-20 01:19:39,1001
0,2024-08-20 01:20:39,992
0,2024-08-20 01:21:39,979
0,2024-08-20 01:22:39,1003
0,2024-08-20 01:23:39,996
0,2024-08-20 01:24:39,1004
0,2024-08-20 01:25:39,996
0,2024-08-20 01:26:39,999
0,2024-08-20 01:27:39,1009
0,2024-08-20 01:28:39,1001
0,2024-08-20 01:29:39,1004
0,2024-08-20 01:30:39,982
0,2024-08-20 01:31:39,993
0,2024-08-20 01:32:39,1007
0,2024-08-20 01:33:39,1013
0,2024-08-20 01:34:39,1004
0,2024-08-20 01:35:39,1001
0,2024-08-20 01:36:39,1016
0,2024-08-20 01:37:39,1007
0,2024-08-20 01:38:39,1007
0,2024-08-20 01:39:39,1007
0,2024-08-20 01:40:39,1007
0,2024-08-20 01:41:39,1009
0,2024-08-20 01:42:39,990
0,2024-08-20 01:43:39,1018
0,2024-08-20 01:44:39,985
0,2024-08-20 01:45:39,993
0,2024-08-20 01:46:39,1006
0,2024-08-20 01:47:39,1004
0,2024-08-20 01:48:39,993
0,2024-08-20 01:49:39,977
0,2024-08-20 01:50:39,957
0,2024-08-20 01:51:39,960
0,2024-08-20 01:52:39,1004
0,2024-08-20 01:53:39,979
0,2024-08-20 01:54:39,1015
0,2024-08-20 01:55:39,978
0,2024-08-20 01:56:39,990
0,2024-08-20 01:57:39,1019
0,2024-08-20 01:58:39,973
0,2024-08-20 02:00:39,979
0,2024-08-20 02:01:39,977
0,2024-08-20 02:02:38,996
0,2024-08-20 02:03:39,996
0,2024-08-20 02:04:39,999
0,2024-08-20 02:05:39,1001
0,2024-08-20 02:06:39,991
0,2024-08-20 02:07:39,999
0,2024-08-20 02:08:39,1010
0,2024-08-20 02:09:39,993
0,2024-08-20 02:10:39,1013
0,2024-08-20 02:11:39,984
0,2024-08-20 02:12:39,1004
0,2024-08-20 02:13:39,1009
0,2024-08-20 02:14:39,1021
0,2024-08-20 02:15:39,1004
0,2024-08-20 02:16:39,1025
0,2024-08-20 02:17:39,985
0,2024-08-20 02:18:39,1003
0,2024-08-20 02:19:39,996
0,2024-08-20 02:20:39,1020
0,2024-08-20 02:21:39,1007
0,2024-08-20 02:22:39,1007
0,2024-08-20 02:23:39,1015
0,2024-08-20 02:24:39,993
0,2024-08-20 02:25:39,1017
0,2024-08-20 02:26:39,979
0,2024-08-20 02:27:39,1005
0,2024-08-20 02:28:39,985
0,2024-08-20 02:29:39,1015
0,2024-08-20 02:30:39,996
0,2024-08-20 02:31:39,988
0,2024-08-20 02:32:39,996
0,2024-08-20 02:33:39,1021
0,2024-08-20 02:34:39,971
0,2024-08-20 02:35:39,985
0,2024-08-20 02:36:39,1041
0,2024-08-20 02:37:39,1029
0,2024-08-20 02:38:39,1002
0,2024-08-20 02:39:39,1029
0,2024-08-20 02:40:39,1004
0,2024-08-20 02:41:39,1045
0,2024-08-20 02:42:39,1004
0,2024-08-20 02:43:39,1007
0,2024-08-20 02:44:39,1015
0,2024-08-20 02:45:39,1012
0,2024-08-20 02:46:39,1007
0,2024-08-20 02:47:39,990
0,2024-08-20 02:48:39,1004
0,2024-08-20 02:49:39,993
0,2024-08-20 02:50:39,1004
0,2024-08-20 02:51:39,1001
0,2024-08-20 02:52:39,998
0,2024-08-20 02:53:39,982
0,2024-08-20 02:54:39,991
0,2024-08-20 02:55:39,1035
0,2024-08-20 02:56:39,1006
0,2024-08-20 02:57:39,1037
0,2024-08-20 02:58:39,1026
0,2024-08-20 03:00:39,1023
0,2024-08-20 03:01:39,1029
0,2024-08-20 03:02:39,989
0,2024-08-20 03:03:39,1013
0,2024-08-20 03:04:39,989
0,2024-08-20 03:05:39,983
0,2024-08-20 03:06:39,972
0,2024-08-20 03:07:39,978
0,2024-08-20 03:08:39,1007
0,2024-08-20 03:09:39,1001
0,2024-08-20 03:10:39,1023
0,2024-08-20 03:11:39,982
0,2024-08-20 03:12:39,996
0,2024-08-20 03:13:39,1026
0,2024-08-20 03:14:39,955
0,2024-08-20 03:15:39,1023
0,2024-08-20 03:16:39,979
0,2024-08-20 03:17:39,1022
0,2024-08-20 03:18:39,996
0,2024-08-20 03:19:39,991
0,2024-08-20 03:20:39,1001
0,2024-08-20 03:21:39,1003
0,2024-08-20 03:22:39,985
0,2024-08-20 03:23:39,975
0,2024-08-20 03:24:39,1018
0,2024-08-20 03:25:39,1001
0,2024-08-20 03:26:39,1021
0,2024-08-20 03:27:39,1054
0,2024-08-20 03:28:39,1026
0,2024-08-20 03:29:39,979
0,2024-08-20 03:30:39,1018
0,2024-08-20 03:31:39,1020
0,2024-08-20 03:32:39,1021
0,2024-08-20 03:33:39,1048
0,2024-08-20 03:34:39,1026
0,2024-08-20 03:35:39,1010
0,2024-08-20 03:36:38,1011
0,2024-08-20 03:37:39,1002
0,2024-08-20 03:38:39,1051
0,2024-08-20 03:39:39,1025
0,2024-08-20 03:40:39,1023
0,2024-08-20 03:41:39,1026
0,2024-08-20 03:42:39,985
0,2024-08-20 03:43:39,1013
0,2024-08-20 03:44:39,1023
0,2024-08-20 03:45:39,1026
0,2024-08-20 03:46:39,993
0,2024-08-20 03:47:39,1005
0,2024-08-20 03:48:39,1003
0,2024-08-20 03:49:39,996
0,2024-08-20 03:50:39,1029
0,2024-08-20 03:51:39,1026
0,2024-08-20 03:52:39,1021
0,2024-08-20 03:53:39,957
0,2024-08-20 03:54:39,968
0,2024-08-20 03:55:39,978
0,2024-08-20 03:56:39,957
0,2024-08-20 03:57:39,930
0,2024-08-20 03:58:39,902
0,2024-08-20 04:00:39,864
0,2024-08-20 04:01:39,919
0,2024-08-20 04:02:39,899
0,2024-08-20 04:03:39,891
0,2024-08-20 04:04:39,877
0,2024-08-20 04:05:39,891
0,2024-08-20 04:06:39,855
0,2024-08-20 04:07:39,896
0,2024-08-20 04:08:39,907
0,2024-08-20 04:09:39,891
0,2024-08-20 04:10:39,904
0,2024-08-20 04:11:39,875
0,2024-08-20 04:12:39,898
0,2024-08-20 04:13:39,880
0,2024-08-20 04:14:39,900
0,2024-08-20 04:15:39,923
0,2024-08-20 04:16:39,872
0,2024-08-20 04:17:39,880
0,2024-08-20 04:18:39,883
0,2024-08-20 04:19:39,886
0,2024-08-20 04:20:39,879
0,2024-08-20 04:21:39,959
0,2024-08-20 04:22:39,879
0,2024-08-20 04:23:39,886
0,2024-08-20 04:24:39,891
0,2024-08-20 04:25:39,883
0,2024-08-20 04:26:39,894
0,2024-08-20 04:27:39,902
0,2024-08-20 04:28:39,866
0,2024-08-20 04:29:39,902
0,2024-08-20 04:30:38,910
0,2024-08-20 04:31:39,891
0,2024-08-20 04:32:39,880
0,2024-08-20 04:33:38,919
0,2024-08-20 04:34:39,894
0,2024-08-20 04:35:38,894
0,2024-08-20 04:36:39,885
0,2024-08-20 04:37:39,905
0,2024-08-20 04:38:39,902
0,2024-08-20 04:39:39,861
0,2024-08-20 04:40:39,883
0,2024-08-20 04:41:39,911
0,2024-08-20 04:42:39,866
0,2024-08-20 04:43:39,924
0,2024-08-20 04:44:39,886
0,2024-08-20 04:45:39,897
0,2024-08-20 04:46:39,905
0,2024-08-20 04:47:39,887
0,2024-08-20 04:48:38,883
0,2024-08-20 04:49:38,910
0,2024-08-20 04:50:39,865
0,2024-08-20 04:51:39,899
0,2024-08-20 04:52:39,913
0,2024-08-20 04:53:39,901
0,2024-08-20 04:54:39,864
0,2024-08-20 04:55:39,883
0,2024-08-20 04:56:39,877
0,2024-08-20 04:57:39,900
0,2024-08-20 04:58:39,897
0,2024-08-20 05:00:39,875
0,2024-08-20 05:01:39,880
0,2024-08-20 05:02:39,691
0,2024-08-20 05:03:39,265
0,2024-08-20 05:04:39,440
0,2024-08-20 05:05:39,432
0,2024-08-20 05:06:39,452
0,2024-08-20 05:07:39,476
0,2024-08-20 05:08:39,477
0,2024-08-20 05:09:39,470
0,2024-08-20 05:10:39,474
0,2024-08-20 05:11:39,474
0,2024-08-20 05:12:39,486
0,2024-08-20 05:13:39,492
0,2024-08-20 05:14:39,466
0,2024-08-20 05:15:39,491
0,2024-08-20 05:16:39,492
0,2024-08-20 05:17:39,509
0,2024-08-20 05:18:39,479
0,2024-08-20 05:19:39,489
0,2024-08-20 05:20:39,492
0,2024-08-20 05:21:39,486
0,2024-08-20 05:22:38,500
0,2024-08-20 05:23:39,481
0,2024-08-20 05:24:39,473
0,2024-08-20 05:25:39,490
0,2024-08-20 05:26:39,486
0,2024-08-20 05:27:39,484
0,2024-08-20 05:28:38,489
0,2024-08-20 05:29:39,478
0,2024-08-20 05:30:39,495
0,2024-08-20 05:31:39,484
0,2024-08-20 05:32:39,495
0,2024-08-20 05:33:39,500
0,2024-08-20 05:34:39,483
0,2024-08-20 05:35:39,476
0,2024-08-20 05:36:39,487
0,2024-08-20 05:37:39,476
0,2024-08-20 05:38:39,481
0,2024-08-20 05:39:39,495
0,2024-08-20 05:40:39,514
0,2024-08-20 05:41:39,488
0,2024-08-20 05:42:39,487
0,2024-08-20 05:43:39,497
0,2024-08-20 05:44:39,489
0,2024-08-20 05:45:39,478
0,2024-08-20 05:46:39,459
0,2024-08-20 05:47:39,484
0,2024-08-20 05:48:39,463
0,2024-08-20 05:49:39,481
0,2024-08-20 05:50:39,465
0,2024-08-20 05:51:39,472
0,2024-08-20 05:52:39,463
0,2024-08-20 05:53:39,456
0,2024-08-20 05:54:39,478
0,2024-08-20 05:55:39,476
0,2024-08-20 05:56:39,506
0,2024-08-20 05:57:39,483
0,2024-08-20 05:58:39,478
0,2024-08-20 06:00:39,481
0,2024-08-20 06:01:38,475
0,2024-08-20 06:02:39,485
0,2024-08-20 06:03:39,509
0,2024-08-20 06:04:39,484
0,2024-08-20 06:05:39,492
0,2024-08-20 06:06:39,470
0,2024-08-20 06:07:39,481
0,2024-08-20 06:08:39,481
0,2024-08-20 06:09:39,474
0,2024-08-20 06:10:39,484
0,2024-08-20 06:11:39,482
0,2024-08-20 06:12:39,486
0,2024-08-20 06:13:39,479
0,2024-08-20 06:14:39,492
0,2024-08-20 06:15:39,475
0,2024-08-20 06:16:39,473
0,2024-08-20 06:17:39,492
0,2024-08-20 06:18:39,613
0,2024-08-20 06:19:39,597
0,2024-08-20 06:20:39,542
0,2024-08-20 06:21:39,770
0,2024-08-20 06:22:39,829
0,2024-08-20 06:23:39,773
0,2024-08-20 06:24:39,740
0,2024-08-20 06:25:39,751
0,2024-08-20 06:26:39,723
0,2024-08-20 06:27:39,714
0,2024-08-20 06:28:39,318
0,2024-08-20 06:29:39,517
0,2024-08-20 06:30:39,564
