P3_22,P3_21,P3_20,P3_19,csvTime
82,82,-11,-27,2024-08-19 11:06:09
82,82,-8,-20,2024-08-19 11:07:09
82,82,-20,2,2024-08-19 11:08:09
82,82,-18,6,2024-08-19 11:09:09
82,82,2,3,2024-08-19 11:10:09
82,82,1,20,2024-08-19 11:11:09
82,82,8,-1,2024-08-19 11:12:09
82,82,-22,-29,2024-08-19 11:13:09
82,82,-4,5,2024-08-19 11:14:09
82,82,-11,-1,2024-08-19 11:15:09
82,82,-12,-10,2024-08-19 11:16:09
82,82,-5,8,2024-08-19 11:17:09
82,82,-25,-34,2024-08-19 11:18:09
82,82,11,-17,2024-08-19 11:19:09
82,82,12,-6,2024-08-19 11:20:09
82,82,4,6,2024-08-19 11:21:09
82,82,-18,-6,2024-08-19 11:22:09
82,82,13,-8,2024-08-19 11:23:09
82,82,-15,-27,2024-08-19 11:24:09
82,82,-4,-20,2024-08-19 11:25:09
82,82,8,37,2024-08-19 11:26:09
82,82,-20,-2,2024-08-19 11:27:09
82,82,1,25,2024-08-19 11:28:09
82,82,-29,-25,2024-08-19 11:29:09
82,82,2,-24,2024-08-19 11:30:09
82,82,6,1,2024-08-19 11:31:09
82,82,-8,-5,2024-08-19 11:32:09
82,82,16,-8,2024-08-19 11:33:09
82,82,4,39,2024-08-19 11:34:09
82,82,-4,10,2024-08-19 11:35:09
82,82,-12,6,2024-08-19 11:36:09
82,82,2,-2,2024-08-19 11:37:09
82,82,13,-11,2024-08-19 11:38:09
82,82,-18,-2,2024-08-19 11:39:09
82,82,6,3,2024-08-19 11:40:09
82,82,-18,-12,2024-08-19 11:41:09
82,82,-12,-22,2024-08-19 11:42:09
82,82,3,17,2024-08-19 11:43:09
82,82,-29,-22,2024-08-19 11:44:09
82,82,-12,12,2024-08-19 11:45:09
82,82,-6,-15,2024-08-19 11:46:09
82,82,8,-18,2024-08-19 11:47:09
82,82,-20,-24,2024-08-19 11:48:09
82,82,-11,-2,2024-08-19 11:49:09
82,82,12,5,2024-08-19 11:50:09
82,82,18,0,2024-08-19 11:51:09
82,82,-6,-1,2024-08-19 11:52:09
82,82,1,16,2024-08-19 11:53:09
82,82,-20,-16,2024-08-19 11:54:09
82,82,8,-13,2024-08-19 11:55:09
82,82,1,-20,2024-08-19 11:56:09
82,82,-8,22,2024-08-19 11:57:09
82,82,30,30,2024-08-19 11:58:09
82,82,4,-20,2024-08-19 11:59:09
82,82,15,12,2024-08-19 12:00:09
82,82,-12,-15,2024-08-19 12:01:09
82,82,-6,-11,2024-08-19 12:02:09
82,82,8,22,2024-08-19 12:03:09
82,82,-24,-12,2024-08-19 12:04:09
82,82,2,-2,2024-08-19 12:05:09
82,82,-2,-5,2024-08-19 12:06:09
82,82,-3,-1,2024-08-19 12:07:09
82,82,17,-1,2024-08-19 12:08:09
82,82,-11,30,2024-08-19 12:09:09
82,82,-32,-50,2024-08-19 12:10:09
82,82,0,8,2024-08-19 12:11:09
82,82,-17,4,2024-08-19 12:12:09
82,82,-6,-37,2024-08-19 12:13:09
82,82,-22,-6,2024-08-19 12:14:09
82,82,-6,8,2024-08-19 12:15:09
82,82,0,-5,2024-08-19 12:16:09
82,82,1,8,2024-08-19 12:17:09
82,82,1,22,2024-08-19 12:18:09
82,82,-10,-25,2024-08-19 12:19:09
82,82,10,-3,2024-08-19 12:20:09
82,82,4,6,2024-08-19 12:21:09
82,82,6,-8,2024-08-19 12:22:09
82,82,13,-12,2024-08-19 12:23:09
82,82,-4,-6,2024-08-19 12:24:09
82,82,-15,-1,2024-08-19 12:25:09
82,82,22,11,2024-08-19 12:26:09
82,82,-18,-6,2024-08-19 12:27:09
82,82,0,1,2024-08-19 12:28:09
82,82,0,6,2024-08-19 12:29:09
82,82,-2,-1,2024-08-19 12:30:09
82,82,11,1,2024-08-19 12:31:09
82,82,6,0,2024-08-19 12:32:09
82,82,30,32,2024-08-19 12:33:09
82,82,6,6,2024-08-19 12:34:09
82,82,12,1,2024-08-19 12:35:09
82,82,6,-12,2024-08-19 12:36:09
82,82,-3,-18,2024-08-19 12:37:09
82,82,-18,-8,2024-08-19 12:38:09
82,82,-20,-32,2024-08-19 12:39:09
82,82,20,-13,2024-08-19 12:40:09
82,82,15,10,2024-08-19 12:41:09
82,82,-3,0,2024-08-19 12:42:09
82,82,-6,-24,2024-08-19 12:43:09
82,82,-35,-30,2024-08-19 12:44:09
82,82,17,17,2024-08-19 12:45:09
82,82,-30,-27,2024-08-19 12:46:09
82,82,-6,-24,2024-08-19 12:47:09
82,82,-8,-24,2024-08-19 12:48:09
82,82,-27,-13,2024-08-19 12:49:09
82,82,-20,-22,2024-08-19 12:50:09
82,82,-3,2,2024-08-19 12:51:09
82,82,12,20,2024-08-19 12:52:09
82,82,-13,-12,2024-08-19 12:53:09
82,82,-32,-32,2024-08-19 12:54:09
82,82,-17,16,2024-08-19 12:55:09
82,82,15,-13,2024-08-19 12:56:09
82,82,-18,-13,2024-08-19 12:57:09
82,82,2,13,2024-08-19 12:58:09
82,82,-3,-20,2024-08-19 12:59:09
82,82,-6,-8,2024-08-19 13:00:09
82,82,2,-20,2024-08-19 13:01:09
82,82,0,-8,2024-08-19 13:02:09
82,82,-10,-17,2024-08-19 13:03:09
82,82,11,-6,2024-08-19 13:04:09
83,82,12,8,2024-08-19 13:05:09
82,82,5,22,2024-08-19 13:06:09
82,82,-22,-6,2024-08-19 13:07:09
82,82,-10,-2,2024-08-19 13:08:09
82,82,-13,-22,2024-08-19 13:09:09
82,82,-4,-12,2024-08-19 13:10:09
82,82,2,12,2024-08-19 13:11:09
82,82,12,-13,2024-08-19 13:12:09
82,82,6,8,2024-08-19 13:13:09
82,82,8,-22,2024-08-19 13:14:09
82,82,-3,0,2024-08-19 13:15:09
82,82,2,0,2024-08-19 13:16:09
82,82,-15,12,2024-08-19 13:17:09
82,82,-12,-18,2024-08-19 13:18:09
82,82,-30,-45,2024-08-19 13:19:09
82,82,12,-17,2024-08-19 13:20:09
82,82,-5,4,2024-08-19 13:21:09
82,82,2,-24,2024-08-19 13:22:09
82,82,22,41,2024-08-19 13:23:09
82,82,30,-22,2024-08-19 13:24:09
82,82,-10,15,2024-08-19 13:25:09
82,82,-18,-16,2024-08-19 13:26:09
82,82,15,20,2024-08-19 13:27:09
82,82,0,-8,2024-08-19 13:28:09
82,82,18,12,2024-08-19 13:29:09
82,82,-2,-5,2024-08-19 13:30:09
82,82,4,-15,2024-08-19 13:31:09
82,82,-11,-6,2024-08-19 13:32:09
82,82,-6,8,2024-08-19 13:33:09
82,82,8,4,2024-08-19 13:34:09
82,82,6,17,2024-08-19 13:35:09
82,82,-18,-39,2024-08-19 13:36:09
42,42,-61,-178,2024-08-19 13:37:09
43,45,-2,0,2024-08-19 13:38:09
58,58,-2,0,2024-08-19 13:39:09
57,58,-222,-257,2024-08-19 13:40:09
1,0,895,898,2024-08-19 13:41:09
44,45,899,900,2024-08-19 13:42:09
53,53,899,898,2024-08-19 13:43:09
1,0,905,961,2024-08-19 13:44:09
31,27,694,594,2024-08-19 13:45:09
40,40,655,665,2024-08-19 13:46:09
35,36,637,656,2024-08-19 13:47:09
33,31,754,720,2024-08-19 13:48:09
31,30,684,686,2024-08-19 13:49:09
27,27,554,565,2024-08-19 13:50:09
36,35,690,649,2024-08-19 13:51:09
32,32,440,450,2024-08-19 13:52:09
37,36,477,500,2024-08-19 13:53:09
32,32,595,612,2024-08-19 13:54:09
29,30,575,612,2024-08-19 13:55:09
33,32,522,525,2024-08-19 13:56:09
33,33,430,460,2024-08-19 13:57:09
30,30,462,459,2024-08-19 13:58:09
30,31,457,455,2024-08-19 13:59:09
30,30,459,465,2024-08-19 14:00:09
32,32,574,559,2024-08-19 14:01:09
30,31,462,459,2024-08-19 14:02:09
33,34,554,565,2024-08-19 14:03:09
32,34,684,716,2024-08-19 14:04:09
31,32,542,589,2024-08-19 14:05:09
31,32,444,445,2024-08-19 14:06:09
31,30,552,505,2024-08-19 14:07:09
28,29,721,704,2024-08-19 14:08:09
30,31,795,806,2024-08-19 14:09:09
35,36,780,799,2024-08-19 14:10:09
36,37,911,938,2024-08-19 14:11:09
28,28,565,534,2024-08-19 14:12:09
27,27,651,627,2024-08-19 14:13:09
34,35,810,836,2024-08-19 14:14:09
28,28,663,669,2024-08-19 14:15:09
33,34,785,790,2024-08-19 14:16:09
30,29,718,670,2024-08-19 14:17:09
27,29,710,705,2024-08-19 14:18:09
31,32,517,542,2024-08-19 14:19:09
34,33,805,804,2024-08-19 14:20:09
32,32,701,734,2024-08-19 14:21:09
32,32,686,655,2024-08-19 14:22:09
33,32,750,745,2024-08-19 14:23:09
35,35,765,778,2024-08-19 14:24:09
1,0,905,909,2024-08-19 14:25:09
1,0,901,898,2024-08-19 14:26:09
20,20,901,898,2024-08-19 14:27:09
29,30,901,898,2024-08-19 14:28:09
4,7,95,2,2024-08-19 14:29:09
1,0,896,900,2024-08-19 14:30:09
1,3,1618,1798,2024-08-19 14:31:09
13,13,1796,1798,2024-08-19 14:32:09
27,28,901,900,2024-08-19 14:33:09
14,14,901,898,2024-08-19 14:34:09
22,22,901,898,2024-08-19 14:35:09
1,0,900,898,2024-08-19 14:36:09
1,0,900,898,2024-08-19 14:37:09
1,0,900,898,2024-08-19 14:38:09
1,0,900,900,2024-08-19 14:39:09
1,0,900,898,2024-08-19 14:40:09
1,0,900,898,2024-08-19 14:41:09
2,3,30,0,2024-08-19 14:42:09
9,10,2,0,2024-08-19 14:43:09
22,22,2,2,2024-08-19 14:44:09
31,32,180,247,2024-08-19 14:45:09
26,27,334,337,2024-08-19 14:46:09
1,0,3,0,2024-08-19 14:47:09
1,0,2,0,2024-08-19 14:48:09
1,5,803,-1768,2024-08-19 14:49:09
32,32,-1771,-1768,2024-08-19 14:50:09
1,0,906,900,2024-08-19 14:51:09
1,0,905,901,2024-08-19 14:52:09
19,20,5,2,2024-08-19 14:53:09
22,23,2,0,2024-08-19 14:54:09
28,28,183,188,2024-08-19 14:55:09
17,18,-4,0,2024-08-19 14:56:09
13,13,849,54,2024-08-19 14:57:09
24,25,2,0,2024-08-19 14:58:09
1,0,0,645,2024-08-19 14:59:09
26,27,896,898,2024-08-19 15:00:09
31,30,896,898,2024-08-19 15:01:09
1,0,2,0,2024-08-19 15:02:09
23,23,2,0,2024-08-19 15:03:09
23,23,2,0,2024-08-19 15:04:09
23,23,2,2,2024-08-19 15:05:09
23,23,2,0,2024-08-19 15:06:09
20,20,1793,1795,2024-08-19 15:07:09
20,20,874,900,2024-08-19 15:08:09
25,25,899,901,2024-08-19 15:09:09
1,0,899,900,2024-08-19 15:10:09
1,0,899,901,2024-08-19 15:11:09
31,31,899,900,2024-08-19 15:12:09
1,0,3,2,2024-08-19 15:13:09
22,23,70,55,2024-08-19 15:14:09
26,27,160,146,2024-08-19 15:15:09
23,23,896,898,2024-08-19 15:16:09
11,12,3,2,2024-08-19 15:17:09
12,13,-4,0,2024-08-19 15:18:09
12,13,-2,0,2024-08-19 15:19:09
12,13,-141,-203,2024-08-19 15:20:09
12,13,-430,-432,2024-08-19 15:21:09
16,17,815,900,2024-08-19 15:22:09
20,21,896,898,2024-08-19 15:23:09
20,21,3,0,2024-08-19 15:24:09
31,32,2,0,2024-08-19 15:25:09
31,32,3,0,2024-08-19 15:26:09
35,45,844,880,2024-08-19 15:27:09
1,0,5,0,2024-08-19 15:28:09
30,31,895,900,2024-08-19 15:29:09
30,31,895,898,2024-08-19 15:30:09
1,0,895,898,2024-08-19 15:31:09
35,42,-904,-909,2024-08-19 15:32:09
1,0,-6,-4,2024-08-19 15:33:09
1,0,-6,-4,2024-08-19 15:34:09
35,36,-905,-909,2024-08-19 15:35:09
1,3,64,65,2024-08-19 15:36:09
1,0,8,0,2024-08-19 15:37:09
1,0,3,0,2024-08-19 15:38:09
1,0,3,0,2024-08-19 15:39:09
42,42,-1421,-1416,2024-08-19 15:40:09
1,0,-2,0,2024-08-19 15:41:09
1,0,896,900,2024-08-19 15:42:09
1,0,896,898,2024-08-19 15:43:09
1,0,896,898,2024-08-19 15:44:09
1,0,895,898,2024-08-19 15:45:09
24,35,629,898,2024-08-19 15:46:09
2,15,-716,0,2024-08-19 15:47:09
28,37,-2,0,2024-08-19 15:48:09
11,5,187,187,2024-08-19 15:49:09
8,9,39,34,2024-08-19 15:50:09
13,13,320,0,2024-08-19 15:51:09
24,25,101,138,2024-08-19 15:52:09
17,17,34,0,2024-08-19 15:53:09
26,27,895,898,2024-08-19 15:54:09
16,17,405,405,2024-08-19 15:55:09
16,17,405,402,2024-08-19 15:56:09
16,17,-88,-68,2024-08-19 15:57:09
1,0,-2,0,2024-08-19 15:58:09
1,0,895,898,2024-08-19 15:59:09
29,30,895,898,2024-08-19 16:00:09
1,0,509,901,2024-08-19 16:01:09
1,0,899,901,2024-08-19 16:02:09
1,0,899,900,2024-08-19 16:03:09
22,23,899,901,2024-08-19 16:04:09
22,23,899,900,2024-08-19 16:05:09
14,15,27,0,2024-08-19 16:06:09
23,23,-138,-140,2024-08-19 16:07:09
1,0,587,0,2024-08-19 16:08:09
33,34,925,930,2024-08-19 16:09:09
1,0,895,900,2024-08-19 16:10:09
1,0,895,898,2024-08-19 16:11:09
1,0,895,898,2024-08-19 16:12:09
17,19,895,898,2024-08-19 16:13:09
1,2,457,2,2024-08-19 16:14:09
17,18,2,0,2024-08-19 16:15:09
24,25,2,0,2024-08-19 16:16:09
41,41,580,690,2024-08-19 16:17:09
16,17,172,166,2024-08-19 16:18:09
16,17,307,313,2024-08-19 16:19:09
16,17,344,342,2024-08-19 16:20:09
12,14,118,352,2024-08-19 16:21:09
13,14,615,619,2024-08-19 16:22:09
13,14,615,619,2024-08-19 16:23:09
22,22,895,898,2024-08-19 16:24:09
21,22,895,898,2024-08-19 16:25:09
22,22,895,898,2024-08-19 16:26:09
20,20,-54,-22,2024-08-19 16:27:09
19,20,75,59,2024-08-19 16:28:09
19,20,158,148,2024-08-19 16:29:09
15,16,187,182,2024-08-19 16:30:09
14,15,160,143,2024-08-19 16:31:09
15,16,15,13,2024-08-19 16:32:09
15,16,-48,-41,2024-08-19 16:33:09
1,0,-6,-4,2024-08-19 16:34:09
1,0,-6,-4,2024-08-19 16:35:09
23,0,880,898,2024-08-19 16:36:09
11,12,4,0,2024-08-19 16:37:09
14,15,3,0,2024-08-19 16:38:09
14,15,68,80,2024-08-19 16:39:09
14,15,111,136,2024-08-19 16:40:09
14,15,46,45,2024-08-19 16:41:09
17,18,-45,-54,2024-08-19 16:42:09
17,18,68,58,2024-08-19 16:43:09
13,14,108,80,2024-08-19 16:44:09
13,14,340,342,2024-08-19 16:45:09
13,14,340,342,2024-08-19 16:46:09
13,14,340,342,2024-08-19 16:47:09
13,14,340,342,2024-08-19 16:48:09
13,14,345,349,2024-08-19 16:49:09
13,14,236,248,2024-08-19 16:50:09
14,14,183,191,2024-08-19 16:51:09
13,14,130,126,2024-08-19 16:52:09
13,14,339,342,2024-08-19 16:53:09
24,24,895,900,2024-08-19 16:54:09
23,24,103,2,2024-08-19 16:55:09
12,13,-141,-113,2024-08-19 16:56:09
14,15,176,178,2024-08-19 16:57:09
14,15,344,342,2024-08-19 16:58:09
15,15,344,342,2024-08-19 16:59:09
17,19,297,303,2024-08-19 17:00:09
19,20,64,69,2024-08-19 17:01:09
19,20,-29,-37,2024-08-19 17:02:09
14,15,111,113,2024-08-19 17:03:09
14,15,205,227,2024-08-19 17:04:09
1,0,896,898,2024-08-19 17:05:09
1,0,895,898,2024-08-19 17:06:09
33,34,895,898,2024-08-19 17:07:09
25,0,870,0,2024-08-19 17:08:09
26,26,2,0,2024-08-19 17:09:09
12,13,123,136,2024-08-19 17:10:09
12,13,337,342,2024-08-19 17:11:09
15,15,337,342,2024-08-19 17:12:09
16,17,271,295,2024-08-19 17:13:09
16,17,203,213,2024-08-19 17:14:09
16,17,205,208,2024-08-19 17:15:09
16,16,222,253,2024-08-19 17:16:09
16,16,230,220,2024-08-19 17:17:09
16,16,118,133,2024-08-19 17:18:09
13,14,-13,-50,2024-08-19 17:19:09
13,14,128,143,2024-08-19 17:20:09
13,14,322,335,2024-08-19 17:21:09
13,14,337,342,2024-08-19 17:22:09
13,14,281,272,2024-08-19 17:23:09
13,14,297,342,2024-08-19 17:24:09
13,14,342,342,2024-08-19 17:25:09
13,14,340,342,2024-08-19 17:26:09
13,14,342,342,2024-08-19 17:27:09
13,14,342,342,2024-08-19 17:28:09
13,14,342,342,2024-08-19 17:29:09
13,14,302,327,2024-08-19 17:30:09
13,14,320,325,2024-08-19 17:31:09
13,14,345,342,2024-08-19 17:32:09
13,14,345,342,2024-08-19 17:33:09
13,14,345,342,2024-08-19 17:34:09
13,14,197,220,2024-08-19 17:35:09
13,14,54,81,2024-08-19 17:36:09
13,14,118,98,2024-08-19 17:37:09
13,14,182,187,2024-08-19 17:38:09
1,0,382,898,2024-08-19 17:39:09
19,0,895,898,2024-08-19 17:40:09
15,16,895,900,2024-08-19 17:41:09
15,16,895,898,2024-08-19 17:42:09
16,17,895,898,2024-08-19 17:43:09
19,20,895,900,2024-08-19 17:44:09
1,0,896,898,2024-08-19 17:45:09
1,0,896,898,2024-08-19 17:46:09
1,0,896,898,2024-08-19 17:47:09
19,20,895,898,2024-08-19 17:48:09
19,16,895,595,2024-08-19 17:49:09
13,14,4,-2,2024-08-19 17:50:09
14,15,-70,-85,2024-08-19 17:51:09
14,15,126,162,2024-08-19 17:52:09
15,15,287,312,2024-08-19 17:53:09
14,15,340,324,2024-08-19 17:54:09
14,15,302,310,2024-08-19 17:55:09
13,14,163,141,2024-08-19 17:56:09
13,14,79,88,2024-08-19 17:57:09
13,14,215,0,2024-08-19 17:58:09
13,14,575,614,2024-08-19 17:59:09
22,22,895,898,2024-08-19 18:00:09
14,19,268,0,2024-08-19 18:01:09
17,14,2,0,2024-08-19 18:02:09
14,14,203,225,2024-08-19 18:03:09
14,15,262,255,2024-08-19 18:04:09
22,22,3,0,2024-08-19 18:05:09
33,32,823,-2,2024-08-19 18:06:09
23,24,-39,-51,2024-08-19 18:07:09
23,24,-6,20,2024-08-19 18:08:09
11,12,91,106,2024-08-19 18:09:09
12,12,201,221,2024-08-19 18:10:10
11,12,287,282,2024-08-19 18:11:09
11,12,297,286,2024-08-19 18:12:09
11,12,143,131,2024-08-19 18:13:09
11,12,86,100,2024-08-19 18:14:09
12,12,95,96,2024-08-19 18:15:09
11,12,115,126,2024-08-19 18:16:09
11,12,208,202,2024-08-19 18:17:09
11,12,305,325,2024-08-19 18:18:09
8,0,18,900,2024-08-19 18:19:09
33,33,895,898,2024-08-19 18:20:09
16,17,-218,-208,2024-08-19 18:21:09
23,24,-324,-320,2024-08-19 18:22:09
29,30,49,55,2024-08-19 18:23:09
29,30,96,70,2024-08-19 18:24:09
20,20,-256,-231,2024-08-19 18:25:09
20,20,-80,-65,2024-08-19 18:26:36
24,24,69,55,2024-08-19 18:28:09
24,24,-91,-96,2024-08-19 18:29:09
20,20,-46,-50,2024-08-19 18:30:09
20,20,337,342,2024-08-19 18:31:09
32,32,896,900,2024-08-19 18:32:09
1,0,3,0,2024-08-19 18:33:09
1,0,870,898,2024-08-19 18:34:09
22,23,895,900,2024-08-19 18:35:09
14,15,93,83,2024-08-19 18:36:09
15,17,205,218,2024-08-19 18:37:09
16,16,235,253,2024-08-19 18:38:09
16,17,222,213,2024-08-19 18:39:09
16,17,232,222,2024-08-19 18:40:09
12,13,200,212,2024-08-19 18:41:09
13,13,178,190,2024-08-19 18:42:09
12,13,176,158,2024-08-19 18:43:09
12,13,202,203,2024-08-19 18:44:09
12,13,2,0,2024-08-19 18:45:09
27,27,895,898,2024-08-19 18:46:09
12,0,895,650,2024-08-19 18:47:09
17,18,-389,-395,2024-08-19 18:48:09
16,17,-3,0,2024-08-19 18:49:09
5,33,345,898,2024-08-19 18:50:09
16,17,20,0,2024-08-19 18:51:09
22,23,-6,0,2024-08-19 18:52:09
1,0,-2,0,2024-08-19 18:53:09
1,0,-2,0,2024-08-19 18:54:09
1,0,-2,0,2024-08-19 18:55:09
1,0,-2,0,2024-08-19 18:56:09
37,38,895,898,2024-08-19 18:57:09
1,0,895,898,2024-08-19 18:58:09
1,0,895,900,2024-08-19 18:59:09
1,0,895,898,2024-08-19 19:00:09
1,0,896,898,2024-08-19 19:01:09
1,0,895,898,2024-08-19 19:02:09
18,19,2,-6,2024-08-19 19:03:09
17,18,-5,2,2024-08-19 19:04:09
17,18,-291,-297,2024-08-19 19:05:09
17,18,-41,-32,2024-08-19 19:06:09
17,18,-59,-53,2024-08-19 19:07:09
17,18,1,11,2024-08-19 19:08:09
13,14,148,156,2024-08-19 19:09:09
13,14,327,347,2024-08-19 19:10:09
13,14,282,271,2024-08-19 19:11:09
13,14,81,70,2024-08-19 19:12:09
1,0,2,0,2024-08-19 19:13:09
1,0,2,0,2024-08-19 19:14:09
27,28,899,900,2024-08-19 19:15:09
27,28,899,900,2024-08-19 19:16:09
16,17,37,-2,2024-08-19 19:17:09
16,17,2,0,2024-08-19 19:18:09
13,13,-145,-141,2024-08-19 19:19:09
12,13,-167,-177,2024-08-19 19:20:09
13,13,-4,25,2024-08-19 19:21:09
12,14,200,203,2024-08-19 19:22:09
13,13,282,271,2024-08-19 19:23:09
13,13,193,193,2024-08-19 19:24:09
13,13,12,22,2024-08-19 19:25:09
12,13,-74,-66,2024-08-19 19:26:09
13,13,55,45,2024-08-19 19:27:09
12,13,15,0,2024-08-19 19:28:09
12,13,3,0,2024-08-19 19:29:09
30,32,898,900,2024-08-19 19:30:09
1,0,898,898,2024-08-19 19:31:09
18,19,-138,-156,2024-08-19 19:32:09
20,20,-201,-202,2024-08-19 19:33:09
20,20,79,70,2024-08-19 19:34:09
20,21,170,173,2024-08-19 19:35:09
20,20,242,292,2024-08-19 19:36:09
14,14,327,316,2024-08-19 19:37:09
14,14,183,206,2024-08-19 19:38:09
13,14,217,197,2024-08-19 19:39:09
14,14,-66,-81,2024-08-19 19:40:09
14,14,-221,-235,2024-08-19 19:41:09
11,11,-79,-69,2024-08-19 19:42:09
11,12,215,217,2024-08-19 19:43:09
11,11,339,342,2024-08-19 19:44:09
1,0,876,898,2024-08-19 19:45:09
1,0,895,898,2024-08-19 19:46:09
1,0,895,900,2024-08-19 19:47:09
3,0,896,898,2024-08-19 19:48:09
9,10,-450,-460,2024-08-19 19:49:09
1,0,861,898,2024-08-19 19:50:09
24,25,317,307,2024-08-19 19:51:09
8,9,130,123,2024-08-19 19:52:09
8,9,-469,-470,2024-08-19 19:53:09
12,13,100,118,2024-08-19 19:54:09
12,13,262,265,2024-08-19 19:55:09
12,13,201,202,2024-08-19 19:56:09
12,13,-201,-190,2024-08-19 19:57:09
12,13,-282,-311,2024-08-19 19:58:09
1,0,895,898,2024-08-19 19:59:09
41,41,895,898,2024-08-19 20:00:09
12,16,778,0,2024-08-19 20:01:09
1,0,-58,2,2024-08-19 20:02:09
1,0,894,898,2024-08-19 20:03:09
1,0,895,898,2024-08-19 20:04:09
1,14,801,-570,2024-08-19 20:05:09
29,30,550,555,2024-08-19 20:06:09
29,30,201,190,2024-08-19 20:07:09
29,30,2,-32,2024-08-19 20:08:09
19,19,-180,-192,2024-08-19 20:09:09
19,19,-141,-133,2024-08-19 20:10:09
15,16,-44,-32,2024-08-19 20:11:09
15,16,-245,-265,2024-08-19 20:12:09
15,16,-116,-108,2024-08-19 20:13:09
15,16,15,6,2024-08-19 20:14:09
15,16,-11,-1,2024-08-19 20:15:09
14,15,-126,-118,2024-08-19 20:16:09
14,15,-340,-344,2024-08-19 20:17:09
14,15,-311,-305,2024-08-19 20:18:09
14,15,-39,-17,2024-08-19 20:19:09
14,15,171,175,2024-08-19 20:20:09
14,15,35,22,2024-08-19 20:21:09
14,15,-212,-227,2024-08-19 20:22:09
14,15,-302,-303,2024-08-19 20:23:09
14,15,-177,-171,2024-08-19 20:24:09
14,15,6,15,2024-08-19 20:25:09
14,15,35,12,2024-08-19 20:26:09
14,15,-126,-131,2024-08-19 20:27:09
14,15,-192,-183,2024-08-19 20:28:09
14,15,-153,-153,2024-08-19 20:29:09
14,15,-133,-131,2024-08-19 20:30:09
14,15,-86,-81,2024-08-19 20:31:09
40,40,895,898,2024-08-19 20:32:09
15,0,895,898,2024-08-19 20:33:09
31,25,565,216,2024-08-19 20:34:09
37,37,-247,-233,2024-08-19 20:35:09
34,35,895,898,2024-08-19 20:36:09
7,10,223,0,2024-08-19 20:37:09
22,0,-447,567,2024-08-19 20:38:09
23,23,178,280,2024-08-19 20:39:09
23,23,277,273,2024-08-19 20:40:09
22,22,-103,-91,2024-08-19 20:41:09
22,22,-136,-131,2024-08-19 20:42:09
22,22,98,100,2024-08-19 20:43:09
35,35,895,898,2024-08-19 20:44:09
1,0,895,898,2024-08-19 20:45:09
1,0,895,898,2024-08-19 20:46:09
1,0,895,900,2024-08-19 20:47:09
1,0,895,898,2024-08-19 20:48:09
1,0,895,898,2024-08-19 20:49:09
25,0,895,898,2024-08-19 20:50:09
12,13,-53,-64,2024-08-19 20:51:09
14,14,-86,-85,2024-08-19 20:52:09
13,14,39,29,2024-08-19 20:53:09
14,14,91,58,2024-08-19 20:54:09
13,14,20,22,2024-08-19 20:55:09
14,14,25,25,2024-08-19 20:56:09
11,12,93,95,2024-08-19 20:57:09
11,12,170,181,2024-08-19 20:58:09
11,12,158,162,2024-08-19 20:59:09
11,12,54,39,2024-08-19 21:00:09
11,12,-13,-24,2024-08-19 21:01:09
11,12,-10,-22,2024-08-19 21:02:09
11,12,45,40,2024-08-19 21:03:09
1,0,130,135,2024-08-19 21:04:09
1,0,252,262,2024-08-19 21:05:09
1,0,342,342,2024-08-19 21:06:09
1,0,344,342,2024-08-19 21:07:09
1,0,345,342,2024-08-19 21:08:09
1,0,345,342,2024-08-19 21:09:09
1,0,342,342,2024-08-19 21:10:09
1,0,345,342,2024-08-19 21:11:09
1,0,345,342,2024-08-19 21:12:09
1,0,345,342,2024-08-19 21:13:09
1,0,345,342,2024-08-19 21:14:09
1,0,345,342,2024-08-19 21:15:09
1,0,345,342,2024-08-19 21:16:09
1,0,345,342,2024-08-19 21:17:09
1,0,345,342,2024-08-19 21:18:09
1,0,345,342,2024-08-19 21:19:09
1,0,345,342,2024-08-19 21:20:09
1,0,345,342,2024-08-19 21:21:09
1,0,345,342,2024-08-19 21:22:09
13,14,230,217,2024-08-19 21:23:09
13,14,-93,-111,2024-08-19 21:24:09
13,14,-339,-344,2024-08-19 21:25:09
13,14,-322,-295,2024-08-19 21:26:09
13,14,-172,-230,2024-08-19 21:27:09
13,14,-66,-50,2024-08-19 21:28:09
19,20,138,141,2024-08-19 21:29:09
14,15,91,86,2024-08-19 21:30:09
14,15,-22,-17,2024-08-19 21:31:09
11,12,-330,-337,2024-08-19 21:32:09
11,12,-165,-153,2024-08-19 21:33:09
11,12,-80,-118,2024-08-19 21:34:09
11,12,91,116,2024-08-19 21:35:09
1,0,253,255,2024-08-19 21:36:09
1,0,345,342,2024-08-19 21:37:09
1,0,345,342,2024-08-19 21:38:09
8,0,896,898,2024-08-19 21:39:09
7,8,5,0,2024-08-19 21:40:09
16,17,-73,-80,2024-08-19 21:41:09
10,11,-80,-93,2024-08-19 21:42:09
10,11,-12,0,2024-08-19 21:43:09
15,16,895,898,2024-08-19 21:44:09
1,0,895,900,2024-08-19 21:45:09
1,0,895,900,2024-08-19 21:46:09
1,0,895,898,2024-08-19 21:47:09
1,0,895,898,2024-08-19 21:48:09
9,10,-5,11,2024-08-19 21:49:09
9,10,46,55,2024-08-19 21:50:09
20,22,-17,-30,2024-08-19 21:51:09
13,14,-60,-49,2024-08-19 21:52:09
8,9,18,16,2024-08-19 21:53:09
