13-2-11_v,13-2-10_v,13-2-13_v,13-2-12_v,13-2-6_v,13-2-5_v,13-2-4_v,13-2-3_v,13-2-2_v,13-2-1_v,13-2-0_v,13-2-9_v,13-2-8_v,csvTime,13-2-7_v
14,6006,0.0,2592,9,6,9,10,6968,6961,6955,95,10,2024-08-20 02:10:28,2
14,6001,0.0,2405,10,7,10,11,6970,6963,6956,95,10,2024-08-20 02:11:28,3
10,5998,0.0,2558,9,6,9,10,6973,6966,6959,95,10,2024-08-20 02:12:29,2
16,6003,0.0,2775,9,6,8,10,6971,6964,6958,95,9,2024-08-20 02:13:29,2
15,5996,0.0,2559,9,6,9,10,6970,6963,6956,95,10,2024-08-20 02:14:29,2
6,5993,0.0,2748,9,6,9,10,6967,6961,6954,95,9,2024-08-20 02:15:29,2
9,6000,0.0,1692,11,9,11,12,6969,6962,6956,96,11,2024-08-20 02:16:29,3
12,6000,0.0,2788,9,6,9,10,6970,6963,6957,95,9,2024-08-20 02:17:30,2
6,6005,0.0,1842,12,10,12,14,6969,6963,6956,95,12,2024-08-20 02:18:30,3
6,5999,0.0,2734,9,6,9,10,6971,6964,6957,95,10,2024-08-20 02:19:31,2
6,6003,0.0,2804,9,6,9,10,6970,6964,6958,95,9,2024-08-20 02:20:31,2
8,5999,0.0,1625,12,11,13,14,6969,6963,6956,95,12,2024-08-20 02:21:31,3
8,6006,0.0,2030,10,7,10,11,6969,6962,6955,95,11,2024-08-20 02:22:32,3
14,6002,0.0,2085,10,8,10,12,6970,6963,6956,96,11,2024-08-20 02:23:32,3
8,6001,0.0,2236,11,8,11,12,6969,6963,6956,96,11,2024-08-20 02:24:32,3
6,6006,0.0,2619,9,6,9,10,6970,6963,6957,95,10,2024-08-20 02:25:33,2
8,6001,0.0,2716,9,6,9,10,6968,6961,6955,95,10,2024-08-20 02:26:33,2
6,6001,0.0,1774,11,10,12,13,6969,6963,6956,96,12,2024-08-20 02:27:34,3
10,6003,0.0,2552,10,7,9,11,6970,6963,6956,96,10,2024-08-20 02:28:34,2
12,6004,0.0,1971,11,9,11,13,6972,6965,6958,96,11,2024-08-20 02:29:34,3
14,6001,0.0,2274,11,8,11,13,6970,6964,6957,96,11,2024-08-20 02:30:35,3
8,6003,0.0,2625,9,6,9,10,6972,6965,6958,96,10,2024-08-20 02:31:35,3
9,6001,0.0,2961,9,5,8,10,6969,6962,6955,95,9,2024-08-20 02:32:35,2
10,6002,0.0,2909,8,5,8,9,6971,6964,6957,94,9,2024-08-20 02:33:35,3
14,6003,0.0,2684,9,6,9,10,6971,6964,6957,95,10,2024-08-20 02:34:36,2
6,6000,0.0,2690,9,6,9,10,6972,6965,6958,95,10,2024-08-20 02:35:36,2
15,5991,0.0,2991,9,6,8,10,6969,6962,6956,95,9,2024-08-20 02:36:36,2
7,5991,0.0,3003,8,5,8,9,6970,6964,6957,94,9,2024-08-20 02:37:36,2
8,6001,0.0,2841,9,6,9,10,6967,6961,6955,95,10,2024-08-20 02:38:37,2
9,5997,0.0,2947,9,5,8,10,6968,6961,6954,95,9,2024-08-20 02:39:37,2
15,5994,0.0,2665,9,6,9,10,6969,6962,6956,95,10,2024-08-20 02:40:37,2
9,5994,0.0,2760,9,6,9,10,6969,6962,6956,95,9,2024-08-20 02:41:37,2
15,5996,0.0,2428,10,7,10,11,6970,6963,6956,96,10,2024-08-20 02:42:37,3
4,5999,0.0,2254,10,7,10,11,6968,6963,6957,96,10,2024-08-20 02:43:37,3
11,5994,0.0,2748,9,6,9,10,6967,6961,6954,95,10,2024-08-20 02:44:37,2
12,5998,0.0,1441,13,12,15,16,6970,6963,6957,96,13,2024-08-20 02:45:38,3
8,5995,0.0,1492,12,11,13,14,6970,6963,6957,95,12,2024-08-20 02:46:38,3
8,6001,0.0,1474,14,14,16,17,6969,6963,6956,96,15,2024-08-20 02:47:39,4
12,6000,0.0,2533,9,6,9,10,6970,6963,6957,95,10,2024-08-20 02:48:39,2
6,5986,0.0,2600,9,6,9,10,6970,6964,6958,95,10,2024-08-20 02:49:39,2
11,5992,0.0,2813,9,6,8,10,6969,6962,6956,95,9,2024-08-20 02:50:39,2
14,5995,0.0,1329,12,11,13,14,6967,6961,6954,96,13,2024-08-20 02:51:39,3
10,6000,0.0,2609,9,6,9,10,6971,6963,6956,95,10,2024-08-20 02:52:40,3
7,5999,0.0,2670,9,6,9,10,6968,6962,6956,95,10,2024-08-20 02:53:40,2
16,5997,0.0,2556,9,6,9,10,6970,6963,6956,95,10,2024-08-20 02:54:40,2
9,5992,0.0,2950,8,5,8,9,6968,6962,6955,94,9,2024-08-20 02:55:40,2
15,5999,0.0,2614,9,6,9,10,6970,6963,6957,95,10,2024-08-20 02:56:41,2
15,6000,0.0,2504,10,7,10,11,6970,6963,6957,96,10,2024-08-20 02:57:41,3
14,5999,0.0,2746,9,6,9,10,6969,6963,6957,95,10,2024-08-20 02:58:41,2
8,5991,0.0,2668,9,6,9,10,6968,6962,6956,95,10,2024-08-20 03:00:42,2
5,6003,0.0,1820,13,11,14,16,6969,6963,6957,96,13,2024-08-20 03:01:42,3
15,6003,0.0,1893,11,10,13,14,6970,6963,6957,95,12,2024-08-20 03:02:42,3
14,5998,0.0,2287,10,7,10,11,6967,6960,6954,96,10,2024-08-20 03:03:42,3
6,5995,0.0,2866,9,6,8,10,6968,6962,6955,95,9,2024-08-20 03:04:43,2
7,6004,0.0,2964,8,5,8,9,6969,6963,6956,95,9,2024-08-20 03:05:43,2
13,6003,0.0,1902,11,10,12,13,6970,6963,6957,95,12,2024-08-20 03:06:44,3
5,5999,0.0,2694,9,6,9,10,6970,6964,6958,95,10,2024-08-20 03:07:44,2
14,6002,0.0,1680,11,9,11,12,6970,6964,6957,95,11,2024-08-20 03:08:44,3
14,6000,0.0,2021,10,8,10,11,6970,6964,6957,95,11,2024-08-20 03:09:44,3
5,5995,0.0,2955,8,5,8,9,6969,6963,6956,95,9,2024-08-20 03:10:45,2
14,5997,0.0,2896,8,5,8,9,6969,6963,6957,95,9,2024-08-20 03:11:45,2
6,5996,0.0,2582,9,6,9,10,6970,6964,6957,95,10,2024-08-20 03:12:45,2
6,5997,0.0,2841,9,6,9,10,6968,6962,6956,95,9,2024-08-20 03:13:45,2
10,5986,0.0,2508,9,6,9,10,6967,6961,6955,95,10,2024-08-20 03:14:46,3
10,5994,0.0,2666,8,6,9,10,6969,6963,6957,95,9,2024-08-20 03:15:46,2
11,5999,0.0,2798,9,6,9,10,6969,6962,6956,95,9,2024-08-20 03:16:46,2
16,6000,0.0,2507,9,6,9,10,6969,6962,6955,95,10,2024-08-20 03:17:46,3
10,5999,0.0,2580,9,7,9,10,6970,6963,6957,95,10,2024-08-20 03:18:46,3
14,5994,0.0,2567,8,6,8,9,6969,6963,6956,94,9,2024-08-20 03:19:46,3
6,5996,0.0,2667,9,6,9,10,6969,6962,6956,95,10,2024-08-20 03:20:46,2
8,5997,0.0,2893,9,5,8,10,6970,6964,6958,95,9,2024-08-20 03:21:47,2
12,6000,0.0,1970,10,9,11,12,6968,6961,6955,95,11,2024-08-20 03:22:47,3
8,5999,0.0,2195,10,8,10,11,6968,6962,6955,95,10,2024-08-20 03:23:48,3
14,5999,0.0,2859,9,6,8,10,6968,6961,6955,95,9,2024-08-20 03:24:48,2
9,5993,0.0,2917,8,5,8,9,6966,6960,6953,94,9,2024-08-20 03:25:48,2
15,6000,0.0,1962,10,8,11,12,6969,6962,6955,95,11,2024-08-20 03:26:49,3
5,5998,0.0,1621,11,10,12,13,6969,6963,6957,95,12,2024-08-20 03:27:49,3
15,6003,0.0,2889,9,6,8,10,6970,6963,6956,94,9,2024-08-20 03:28:50,2
8,6001,0.0,2598,9,7,9,11,6968,6962,6955,95,10,2024-08-20 03:29:50,3
12,6003,0.0,1817,11,8,11,12,6970,6963,6956,96,11,2024-08-20 03:30:50,3
8,5995,0.0,2554,9,6,9,10,6969,6963,6956,95,10,2024-08-20 03:31:50,2
5,5996,0.0,2106,10,8,10,12,6968,6962,6956,96,11,2024-08-20 03:32:51,3
5,5997,0.0,2635,9,6,9,10,6968,6962,6955,95,10,2024-08-20 03:33:51,2
9,5996,0.0,2828,9,5,8,9,6968,6962,6955,94,9,2024-08-20 03:34:51,2
5,6003,0.0,2597,9,6,9,10,6969,6963,6958,95,10,2024-08-20 03:35:51,2
14,5999,0.0,1992,10,8,10,11,6967,6961,6955,96,11,2024-08-20 03:36:52,3
13,5997,0.0,2681,9,6,9,10,6967,6961,6955,95,10,2024-08-20 03:37:52,2
6,5995,0.0,2010,10,8,10,11,6967,6961,6955,96,10,2024-08-20 03:38:53,3
5,6005,0.0,2646,9,6,9,10,6966,6959,6953,95,10,2024-08-20 03:39:53,2
15,6003,0.0,2507,9,6,9,10,6968,6962,6956,95,10,2024-08-20 03:40:53,2
9,6005,0.0,2780,9,6,9,10,6969,6963,6956,95,9,2024-08-20 03:41:53,2
6,6000,0.0,2446,9,6,9,10,6970,6964,6958,95,10,2024-08-20 03:42:54,2
8,6004,0.0,2572,9,6,9,10,6968,6962,6956,95,10,2024-08-20 03:43:54,2
8,5997,0.0,1805,11,10,12,13,6968,6962,6955,96,11,2024-08-20 03:44:54,3
12,6002,0.0,2167,10,8,10,12,6969,6963,6956,95,11,2024-08-20 03:45:55,3
11,5997,0.0,2418,9,7,9,10,6968,6961,6955,95,10,2024-08-20 03:46:55,2
15,5997,0.0,1293,13,14,16,17,6969,6962,6955,96,14,2024-08-20 03:47:55,4
14,5997,0.0,2663,8,6,8,9,6967,6960,6954,94,9,2024-08-20 03:48:55,2
16,6000,0.0,2854,9,6,8,10,6969,6963,6956,95,9,2024-08-20 03:49:56,2
7,5997,0.0,2357,10,7,10,11,6968,6962,6956,95,10,2024-08-20 03:50:56,3
4,6002,0.0,2491,10,7,9,11,6969,6963,6956,95,10,2024-08-20 03:51:56,3
11,6001,0.0,2815,9,6,8,10,6968,6962,6955,95,9,2024-08-20 03:52:57,2
5,6001,0.0,2535,10,6,9,10,6971,6965,6959,95,10,2024-08-20 03:53:57,2
10,6003,0.0,1849,11,9,11,13,6969,6963,6957,96,11,2024-08-20 03:54:57,3
4,6000,0.0,3412,7,5,7,9,6969,6963,6957,94,8,2024-08-20 03:55:57,2
13,5997,0.0,2364,10,7,9,11,6972,6965,6958,95,10,2024-08-20 03:56:58,3
10,5992,0.0,2824,9,6,9,10,6969,6962,6955,95,10,2024-08-20 03:57:58,2
7,5991,0.0,2728,9,6,9,10,6970,6963,6956,95,10,2024-08-20 03:58:58,2
6,5997,0.0,3070,8,5,8,9,6969,6963,6958,94,8,2024-08-20 04:00:59,2
7,5999,0.0,2567,9,6,9,10,6969,6963,6957,95,10,2024-08-20 04:01:59,2
15,5996,0.0,2727,8,5,8,9,6969,6963,6956,94,9,2024-08-20 04:02:59,3
14,5996,0.0,2156,10,6,9,10,6970,6964,6957,95,10,2024-08-20 04:04:00,2
8,6001,0.0,2212,10,7,10,11,6972,6966,6960,95,11,2024-08-20 04:05:00,3
14,5999,0.0,2856,9,6,8,10,6970,6963,6957,95,9,2024-08-20 04:06:00,2
15,5999,0.0,1522,12,10,12,14,6970,6964,6957,96,12,2024-08-20 04:07:01,3
9,6005,0.0,2266,10,7,10,11,6972,6966,6960,95,10,2024-08-20 04:08:01,3
16,5998,0.0,3094,8,5,8,9,6971,6964,6958,94,9,2024-08-20 04:09:01,2
13,5998,0.0,2815,9,6,8,10,6970,6964,6958,95,9,2024-08-20 04:10:02,2
15,6005,0.0,1154,15,16,18,19,6972,6965,6959,96,16,2024-08-20 04:11:02,4
10,5989,0.0,2564,9,6,9,10,6969,6963,6957,95,10,2024-08-20 04:12:02,2
13,6000,0.0,1771,11,9,11,12,6969,6962,6956,95,11,2024-08-20 04:13:02,3
12,5997,0.0,2361,10,7,10,11,6968,6962,6956,95,10,2024-08-20 04:14:02,3
13,5999,0.0,2585,9,6,9,10,6969,6963,6957,95,10,2024-08-20 04:15:03,2
14,5999,0.0,1506,12,11,13,14,6970,6963,6956,96,12,2024-08-20 04:16:03,3
9,5992,0.0,2153,10,7,10,11,6969,6962,6956,95,11,2024-08-20 04:17:04,3
4,6000,0.0,2941,9,5,8,9,6969,6963,6957,95,9,2024-08-20 04:18:04,2
8,5998,0.0,2705,9,6,9,10,6968,6962,6956,95,10,2024-08-20 04:19:04,2
3,6001,0.0,2613,9,6,9,10,6967,6961,6956,95,10,2024-08-20 04:20:05,2
12,5997,0.0,2841,9,6,8,10,6966,6961,6955,95,9,2024-08-20 04:21:05,2
13,6013,0.0,2055,10,8,10,12,6968,6962,6956,95,11,2024-08-20 04:22:05,3
10,6013,0.0,2168,11,8,11,12,6970,6963,6957,95,11,2024-08-20 04:23:05,3
8,6012,0.0,2907,8,5,8,9,6968,6963,6958,95,9,2024-08-20 04:24:05,2
13,6009,0.0,2609,9,6,9,10,6968,6962,6956,95,10,2024-08-20 04:25:06,2
5,6013,0.0,2661,9,6,9,10,6968,6962,6957,95,9,2024-08-20 04:26:06,3
4,6013,0.0,1995,11,9,11,13,6969,6963,6957,96,11,2024-08-20 04:27:06,3
5,6012,0.0,2399,10,7,9,11,6968,6962,6957,95,10,2024-08-20 04:28:07,3
15,6002,0.0,1650,11,10,12,13,6967,6960,6954,96,12,2024-08-20 04:29:07,3
15,6005,0.0,2674,9,6,9,10,6970,6963,6957,95,10,2024-08-20 04:30:08,2
6,6008,0.0,2691,9,6,9,10,6969,6963,6957,95,10,2024-08-20 04:31:08,2
9,6005,0.0,2165,10,8,10,11,6969,6963,6957,95,10,2024-08-20 04:32:09,3
14,6006,0.0,2027,10,8,10,12,6968,6962,6956,95,11,2024-08-20 04:33:09,3
4,5998,0.0,1958,10,8,10,11,6970,6964,6959,95,11,2024-08-20 04:34:09,3
3,6006,0.0,2605,9,6,9,10,6968,6962,6956,95,10,2024-08-20 04:35:09,2
14,6010,0.0,1475,11,11,13,14,6970,6964,6957,95,12,2024-08-20 04:36:10,3
11,6010,0.0,2674,9,6,9,10,6970,6964,6958,95,10,2024-08-20 04:37:10,2
14,6003,0.0,1855,11,8,10,11,6970,6963,6957,95,11,2024-08-20 04:38:10,3
4,6004,0.0,2700,9,6,9,10,6967,6962,6956,95,10,2024-08-20 04:39:10,2
14,6002,0.0,1399,13,13,15,17,6969,6963,6957,95,14,2024-08-20 04:40:11,4
4,6010,0.0,2523,9,6,9,10,6969,6964,6958,95,10,2024-08-20 04:41:11,2
15,6005,0.0,2609,9,6,9,10,6969,6963,6956,95,10,2024-08-20 04:42:11,2
15,6012,0.0,2824,9,6,8,10,6971,6964,6957,95,9,2024-08-20 04:43:11,2
14,6006,0.0,2183,10,8,10,12,6968,6962,6956,95,11,2024-08-20 04:44:12,3
5,6002,0.0,1987,10,8,10,11,6968,6962,6956,95,11,2024-08-20 04:45:12,3
6,6000,0.0,1391,15,15,18,19,6969,6963,6956,96,16,2024-08-20 04:46:13,4
15,6001,0.0,1966,11,9,11,13,6970,6964,6957,95,12,2024-08-20 04:47:13,3
16,6006,0.0,2393,9,6,9,10,6971,6964,6957,95,9,2024-08-20 04:48:13,3
16,5995,0.0,2010,10,8,10,11,6970,6963,6957,95,11,2024-08-20 04:49:14,3
6,5998,0.0,2662,9,6,9,10,6967,6961,6956,95,10,2024-08-20 04:50:14,3
13,6008,0.0,1535,12,10,12,14,6970,6963,6957,95,12,2024-08-20 04:51:14,3
13,6000,0.0,1315,14,11,13,15,6968,6961,6955,95,14,2024-08-20 04:52:14,4
5,6002,0.0,3000,8,5,8,9,6969,6963,6957,94,9,2024-08-20 04:53:15,2
8,6001,0.0,2219,10,7,10,11,6970,6964,6958,95,10,2024-08-20 04:54:15,3
6,5997,0.0,2011,10,8,10,11,6969,6962,6956,94,10,2024-08-20 04:55:16,3
5,6003,0.0,1990,11,9,11,12,6970,6964,6958,96,11,2024-08-20 04:56:16,3
7,6004,0.0,3563,7,4,7,8,6968,6962,6956,93,8,2024-08-20 04:57:17,2
9,6003,0.0,2748,9,6,9,10,6968,6962,6956,95,9,2024-08-20 04:58:17,2
5,6007,0.0,2656,8,7,9,10,6970,6963,6957,94,9,2024-08-20 05:00:18,3
15,5995,0.0,2794,9,6,8,10,6969,6962,6955,95,9,2024-08-20 05:01:18,2
15,6005,0.0,1251,13,13,14,16,6972,6965,6959,96,14,2024-08-20 05:02:19,4
5,6039,0.0,2383,9,6,9,10,6975,6969,6964,95,10,2024-08-20 05:03:19,2
13,6024,0.0,2576,9,6,8,10,6971,6965,6960,95,9,2024-08-20 05:04:19,2
7,6014,0.0,2575,9,6,9,10,6971,6966,6960,95,10,2024-08-20 05:05:19,2
6,6013,0.0,2526,9,6,9,10,6969,6963,6957,95,10,2024-08-20 05:06:20,2
14,6005,0.0,2644,9,6,8,10,6969,6963,6956,95,9,2024-08-20 05:07:20,2
11,6006,0.0,2682,9,6,9,10,6968,6962,6956,95,10,2024-08-20 05:08:20,2
5,6013,0.0,1879,10,8,10,11,6969,6963,6957,95,11,2024-08-20 05:09:20,3
13,6000,0.0,2362,9,6,8,9,6969,6963,6957,95,9,2024-08-20 05:10:20,2
9,6010,0.0,2695,9,6,9,10,6969,6963,6958,95,10,2024-08-20 05:11:20,2
5,6007,0.0,2697,9,6,9,10,6968,6962,6956,95,10,2024-08-20 05:12:21,2
6,6006,0.0,2396,9,6,9,10,6969,6963,6958,95,10,2024-08-20 05:13:21,2
9,6007,0.0,2546,9,6,9,10,6968,6962,6957,95,10,2024-08-20 05:14:21,2
11,6007,0.0,2634,9,6,9,10,6969,6963,6956,95,9,2024-08-20 05:15:22,2
12,6010,0.0,1834,10,8,9,11,6968,6963,6958,96,10,2024-08-20 05:16:22,3
13,6010,0.0,2729,9,6,9,10,6970,6963,6957,95,10,2024-08-20 05:17:22,2
15,6003,0.0,2391,9,6,9,10,6971,6965,6959,95,10,2024-08-20 05:18:23,2
4,6008,0.0,2537,9,6,8,10,6968,6962,6957,95,9,2024-08-20 05:19:23,2
15,6006,0.0,2521,9,6,9,10,6969,6964,6958,95,10,2024-08-20 05:20:23,2
3,6005,0.0,2535,10,7,9,10,6968,6963,6957,95,10,2024-08-20 05:21:23,2
8,6007,0.0,2743,9,6,9,10,6970,6963,6957,95,10,2024-08-20 05:22:24,2
4,6008,0.0,2682,9,6,9,10,6967,6962,6957,95,10,2024-08-20 05:23:24,2
14,6008,0.0,2740,9,6,9,10,6970,6964,6958,95,10,2024-08-20 05:24:24,2
3,6006,0.0,2482,9,6,9,10,6967,6962,6957,95,10,2024-08-20 05:25:24,2
10,6007,0.0,2591,9,6,9,10,6968,6962,6957,95,10,2024-08-20 05:26:24,2
3,6007,0.0,1659,11,9,11,12,6967,6962,6956,95,11,2024-08-20 05:27:25,3
4,6009,0.0,2640,9,6,9,10,6969,6964,6960,95,10,2024-08-20 05:28:25,2
14,6010,0.0,2617,9,6,9,10,6970,6964,6958,95,10,2024-08-20 05:29:26,2
10,6007,0.0,2722,9,6,9,10,6967,6961,6955,95,10,2024-08-20 05:30:26,2
11,6005,0.0,2720,9,6,9,10,6968,6962,6957,95,9,2024-08-20 05:31:26,2
4,6008,0.0,2304,9,6,8,10,6967,6962,6956,95,9,2024-08-20 05:32:26,3
12,6007,0.0,2633,10,6,9,10,6968,6962,6957,96,10,2024-08-20 05:33:27,2
14,6008,0.0,1335,10,9,10,11,6970,6964,6958,95,10,2024-08-20 05:34:27,3
5,6009,0.0,2364,10,7,9,11,6969,6963,6957,95,10,2024-08-20 05:35:27,3
4,6009,0.0,2724,9,6,9,10,6969,6963,6958,95,10,2024-08-20 05:36:27,2
3,6009,0.0,2420,10,7,9,10,6966,6961,6956,96,10,2024-08-20 05:37:28,2
4,6008,0.0,1695,10,8,10,11,6968,6963,6958,96,10,2024-08-20 05:38:28,3
13,6006,0.0,1285,11,10,11,12,6968,6962,6956,96,11,2024-08-20 05:39:28,3
13,6004,0.0,2871,9,6,8,10,6968,6963,6957,95,9,2024-08-20 05:40:28,2
14,6004,0.0,2162,9,6,8,9,6968,6963,6958,95,9,2024-08-20 05:41:28,3
14,6006,0.0,2245,10,7,9,10,6969,6963,6957,96,10,2024-08-20 05:42:28,3
13,6005,0.0,2135,9,6,8,10,6968,6963,6958,95,9,2024-08-20 05:43:28,3
13,6006,0.0,2845,9,6,8,9,6969,6964,6959,95,9,2024-08-20 05:44:28,2
9,6005,0.0,2763,9,6,9,10,6966,6962,6957,95,10,2024-08-20 05:45:28,2
9,6008,0.0,2717,9,6,9,10,6971,6966,6960,95,10,2024-08-20 05:46:29,2
10,6007,0.0,2553,9,6,9,10,6970,6964,6958,95,10,2024-08-20 05:47:29,2
14,6005,0.0,2493,9,6,9,10,6971,6966,6960,95,10,2024-08-20 05:48:29,2
3,6005,0.0,2383,10,7,9,10,6968,6963,6958,96,10,2024-08-20 05:49:29,2
4,6006,0.0,2780,9,6,8,10,6969,6964,6959,95,9,2024-08-20 05:50:29,2
9,6007,0.0,2686,9,6,9,10,6969,6963,6958,95,10,2024-08-20 05:51:29,2
14,6005,0.0,1688,10,8,10,11,6970,6964,6958,96,11,2024-08-20 05:52:29,3
3,6002,0.0,2580,9,6,9,10,6970,6965,6959,95,10,2024-08-20 05:53:30,2
5,6005,0.0,2667,9,6,9,10,6970,6964,6959,95,10,2024-08-20 05:54:30,2
4,6009,0.0,2789,9,6,9,10,6966,6961,6956,95,9,2024-08-20 05:55:30,2
13,6002,0.0,2456,10,6,9,10,6968,6963,6957,95,10,2024-08-20 05:56:30,2
13,6004,0.0,2139,10,7,9,10,6969,6964,6958,96,10,2024-08-20 05:57:31,2
6,6008,0.0,1668,10,8,10,11,6968,6962,6957,96,11,2024-08-20 05:58:31,3
7,6009,0.0,2408,9,7,9,10,6969,6963,6958,96,10,2024-08-20 06:00:32,2
3,6008,0.0,2512,10,7,9,10,6968,6962,6957,96,10,2024-08-20 06:01:32,2
14,6006,0.0,2690,9,6,9,10,6968,6962,6955,95,10,2024-08-20 06:02:32,2
11,6007,0.0,1964,10,7,9,10,6968,6963,6957,96,10,2024-08-20 06:03:32,3
14,6007,0.0,2643,9,6,9,10,6968,6962,6956,95,10,2024-08-20 06:04:33,2
5,6010,0.0,1768,10,8,10,11,6967,6961,6955,96,11,2024-08-20 06:05:33,3
3,6006,0.0,2568,10,6,9,10,6967,6962,6957,95,10,2024-08-20 06:06:33,2
12,6009,0.0,2766,9,6,9,10,6967,6962,6957,95,9,2024-08-20 06:07:33,2
12,6008,0.0,2640,9,6,9,10,6968,6962,6957,95,10,2024-08-20 06:08:33,2
9,6005,0.0,2697,9,6,8,10,6967,6961,6956,95,9,2024-08-20 06:09:33,2
14,6008,0.0,1238,10,8,10,11,6969,6963,6957,95,11,2024-08-20 06:10:33,3
7,6005,0.0,1854,10,7,9,11,6969,6963,6957,96,10,2024-08-20 06:11:33,3
13,6005,0.0,2448,9,6,8,10,6970,6964,6958,95,9,2024-08-20 06:12:34,2
10,6006,0.0,2739,9,6,9,10,6966,6961,6956,95,10,2024-08-20 06:13:34,2
13,6007,0.0,2175,10,7,9,10,6968,6962,6957,96,10,2024-08-20 06:14:34,3
9,6006,0.0,1651,11,10,12,13,6969,6963,6957,96,12,2024-08-20 06:15:35,3
11,6004,0.0,2326,9,6,9,10,6968,6962,6957,95,10,2024-08-20 06:16:35,2
11,6008,0.0,2802,9,6,9,10,6967,6962,6956,95,10,2024-08-20 06:17:35,2
4,5998,0.0,2921,9,6,8,10,6967,6961,6956,95,9,2024-08-20 06:18:35,2
7,5994,0.0,2722,9,6,9,10,6968,6962,6955,95,10,2024-08-20 06:19:36,2
5,6001,0.0,2726,9,6,9,10,6969,6964,6959,95,10,2024-08-20 06:20:36,2
13,5989,0.0,2632,9,6,9,10,6964,6959,6953,95,10,2024-08-20 06:21:36,2
6,5983,0.0,2148,9,7,9,10,6960,6954,6948,94,9,2024-08-20 06:22:37,3
6,5994,0.0,1658,11,10,12,13,6962,6955,6949,95,12,2024-08-20 06:23:37,3
14,5992,0.0,1413,11,9,10,11,6969,6963,6957,95,11,2024-08-20 06:24:38,3
8,5992,0.0,1974,10,8,10,11,6968,6961,6955,96,11,2024-08-20 06:25:38,3
7,5993,0.0,2598,9,6,9,10,6967,6961,6955,95,10,2024-08-20 06:26:38,2
6,5993,0.0,2642,9,6,9,10,6968,6962,6956,95,10,2024-08-20 06:27:39,2
2,6009,0.0,2551,9,6,9,10,6974,6969,6965,95,10,2024-08-20 06:28:39,2
9,6008,0.0,444,27,30,32,33,6969,6963,6957,97,28,2024-08-20 06:29:39,6
14,5997,0.0,2611,9,6,9,10,6967,6961,6955,95,9,2024-08-20 06:30:40,2
12,6001,0.0,2608,9,6,9,10,6967,6961,6955,95,10,2024-08-20 06:31:40,2
4,5995,0.0,2588,9,6,9,10,6968,6962,6956,95,10,2024-08-20 06:32:40,2
4,6003,0.0,1977,10,7,9,10,6967,6962,6956,95,10,2024-08-20 06:33:41,3
14,6018,0.0,2553,9,6,9,10,6970,6964,6958,95,10,2024-08-20 06:34:42,2
12,6010,0.0,2515,9,6,9,10,6966,6960,6954,95,10,2024-08-20 06:35:42,2
3,6008,0.0,2694,9,6,9,10,6966,6961,6955,95,10,2024-08-20 06:36:42,2
9,6000,0.0,2521,9,6,9,10,6960,6954,6949,95,10,2024-08-20 06:37:42,3
15,6003,0.0,2136,10,7,9,11,6963,6956,6950,95,10,2024-08-20 06:38:43,3
14,6001,0.0,2726,9,6,9,10,6960,6954,6948,95,10,2024-08-20 06:39:43,2
9,6008,0.0,2797,9,6,9,10,6969,6963,6957,95,10,2024-08-20 06:40:44,2
5,6005,0.0,2640,9,6,9,10,6968,6962,6957,95,10,2024-08-20 06:41:44,2
4,6004,0.0,2742,9,6,9,10,6969,6964,6959,95,10,2024-08-20 06:42:44,2
14,6002,0.0,2664,9,6,9,10,6970,6964,6958,95,10,2024-08-20 06:43:44,2
6,6007,0.0,1514,11,10,12,13,6968,6962,6956,95,12,2024-08-20 06:44:45,3
14,6004,0.0,2718,9,6,9,10,6967,6961,6956,95,9,2024-08-20 06:45:45,2
4,6005,0.0,2748,9,6,8,10,6969,6963,6957,95,9,2024-08-20 06:46:45,2
14,6004,0.0,1604,11,9,11,13,6969,6963,6958,95,11,2024-08-20 06:47:45,3
5,6012,0.0,2461,9,6,9,10,6967,6961,6955,95,10,2024-08-20 06:48:46,2
9,6004,0.0,1227,11,10,11,12,6967,6961,6956,95,12,2024-08-20 06:49:46,3
13,6004,0.0,2676,9,6,9,10,6968,6963,6957,95,10,2024-08-20 06:50:46,2
5,6004,0.0,2793,9,6,9,10,6969,6963,6958,95,10,2024-08-20 06:51:46,2
6,6003,0.0,2516,9,6,9,10,6968,6963,6958,95,10,2024-08-20 06:52:47,2
12,6005,0.0,2594,9,6,9,10,6969,6963,6957,96,10,2024-08-20 06:53:47,2
8,6001,0.0,2734,9,6,9,10,6967,6961,6955,95,10,2024-08-20 06:54:47,2
14,6007,0.0,2764,9,6,9,10,6968,6962,6957,95,10,2024-08-20 06:55:47,2
5,6008,0.0,2535,9,6,9,10,6968,6962,6956,95,10,2024-08-20 06:56:47,2
4,6006,0.0,2119,10,8,10,11,6968,6963,6957,96,10,2024-08-20 06:57:47,3
13,6000,0.0,1740,9,7,9,10,6968,6962,6957,95,10,2024-08-20 06:58:48,3
10,6002,0.0,2815,9,6,9,10,6968,6963,6958,95,9,2024-08-20 07:00:48,2
5,6000,0.0,2704,9,6,9,10,6969,6963,6957,95,9,2024-08-20 07:01:48,2
12,6004,0.0,2777,9,6,9,10,6969,6963,6957,95,9,2024-08-20 07:02:48,2
3,6006,0.0,2723,9,6,9,10,6968,6963,6957,95,10,2024-08-20 07:03:49,2
6,6001,0.0,2604,9,6,9,10,6969,6963,6957,95,10,2024-08-20 07:04:49,2
